NodeId:48,22	0.150000,0.150000,18,39,61,79,89
NodeId:14,22	0.330299,0.330366,36,39,44,62,98
NodeId:8,22	0.345132,0.345205,13,41,59,87
NodeId:74,22	0.432848,0.432962,35,54,84
NodeId:75,22	0.435357,0.435478,29,34,37,51,54,65,85,91
NodeId:5,22	0.481225,0.481348,2,9,24,50,61,81,98
NodeId:87,22	0.486179,0.486303,8,19,20,27,30,47,54,63
NodeId:35,22	0.497515,0.497641,12,18,62,64,65,66,83,91
NodeId:59,22	0.503212,0.503355,10,24,69,92
NodeId:47,22	0.511929,0.512079,5,14,52,70,73
NodeId:73,22	0.539444,0.539596,41,50,51,84,92
NodeId:56,22	0.542141,0.542307,29,36,80,96,98
NodeId:60,22	0.548335,0.548506,14,49,53,56,65
NodeId:17,22	0.552871,0.553033,18,39,41,53,63,72,79,99
NodeId:23,22	0.570737,0.570915,92,99
NodeId:42,22	0.573269,0.573442,36,45,70,89,99
NodeId:89,22	0.579661,0.579833,16,32,35,38,40,57,58
NodeId:81,22	0.587756,0.587926,5,21,26,78,93,96
NodeId:53,22	0.602519,0.602707,2,13,65,78,95
NodeId:16,22	0.625085,0.625289,45,52,67,80
NodeId:44,22	0.628759,0.628951,17,37,38
NodeId:77,22	0.631278,0.631472,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:11,22	0.649654,0.649873,6,28,40,49,51,67,89
NodeId:82,22	0.677330,0.677568,2,23,24,32,52,53
NodeId:55,22	0.682242,0.682463,10,19,22,25,51,58,62
NodeId:54,22	0.682465,0.682675,12,69,77
NodeId:6,22	0.692691,0.692913,15,22,58,80
NodeId:85,22	0.694736,0.694968,32,54,57,64,69,90,99
NodeId:67,22	0.696395,0.696620,2,26,30,31,32,45
NodeId:40,22	0.728933,0.729178,7,71,72,73
NodeId:61,22	0.734299,0.734522,6,9,18,20,99
NodeId:0,22	0.741108,0.741355,1,15,66,96
NodeId:4,22	0.742634,0.742891,24,42,46,86
NodeId:3,22	0.743971,0.744231,30,42,45,86
NodeId:91,22	0.749036,0.749273,12,24,66,81,95
NodeId:36,22	0.770431,0.770685,12,20,30,34,61,75,77,99
NodeId:96,22	0.813087,0.813352,12,13,24,31,60,74
NodeId:25,22	0.814434,0.814706,63
NodeId:57,22	0.818182,0.818470,86,94,96,98
NodeId:46,22	0.818812,0.819098,78
NodeId:50,22	0.829024,0.829308,0,20,46,68
NodeId:26,22	0.835577,0.835862,15,23,28,64
NodeId:52,22	0.843592,0.843874,27,31,64,91
NodeId:29,22	0.865149,0.865461,18,23,31,36,86
NodeId:58,22	0.866997,0.867295,16,38,71,73,78
NodeId:30,22	0.870146,0.870435,80,84,95
NodeId:28,22	0.878685,0.878985,21,25,72
NodeId:69,22	0.882991,0.883284,12,22,42,46,55,72,88
NodeId:19,22	0.883965,0.884272,27,33,37,45,92
NodeId:10,22	0.892048,0.892361,4,6,38,67,78,80
NodeId:68,22	0.892948,0.893266,1,6,19,28,40,81,85
NodeId:76,22	0.895202,0.895534,9
NodeId:13,22	0.908128,0.908433,25,32,33,35,76
NodeId:90,22	0.918149,0.918479,1,26,52,93,96
NodeId:43,22	0.920256,0.920592,4,21,24,56,67,68,80,86,90
NodeId:51,22	0.926393,0.926724,38,45,61,71
NodeId:41,22	0.947791,0.948109,44,45,49,66
NodeId:93,22	0.957168,0.957514,15,43,66,75
NodeId:34,22	0.968909,0.969266,0,7,77,78
NodeId:32,22	0.978712,0.979050,2,3,6,27,47,69,71,91
NodeId:79,22	0.985674,0.986015,0,26,43,74,90
NodeId:65,22	0.990035,0.990381,27,88
NodeId:33,22	0.997051,0.997413,2,56,58,86
NodeId:12,22	0.998167,0.998495,24,28,50,55,67,85,98
NodeId:7,22	1.000377,1.000742,12,21,38,57,93
NodeId:64,22	1.011308,1.011667,3,27,28,31,33,39,78
NodeId:66,22	1.012326,1.012671,8,19,72,81,83,98
NodeId:2,22	1.016180,1.016538,31,63
NodeId:62,22	1.018669,1.019032,11,22,33,91
NodeId:24,22	1.020058,1.020396,9,10,18,38,55,93,94
NodeId:18,22	1.042163,1.042517,52,61,62,87
NodeId:22,22	1.047173,1.047551,25,65,72,83,97
NodeId:94,22	1.056881,1.057263,4,17,20,90
NodeId:84,22	1.062884,1.063260,9,21
NodeId:97,22	1.071411,1.071823,37,50,62,89
NodeId:98,22	1.125191,1.125573,5,13,15,28,49,66,92,94
NodeId:49,22	1.144395,1.144826,2,29,31,39,84
NodeId:20,22	1.151251,1.151666,7,94
NodeId:39,22	1.154048,1.154469,31,43,68,71,92
NodeId:38,22	1.163429,1.163839,30,41,98
NodeId:99,22	1.181956,1.182367,1,83
NodeId:80,22	1.185197,1.185623,31,79
NodeId:70,22	1.206357,1.206813,20,63,99
NodeId:15,22	1.212702,1.213152,47,70,79,95,97
NodeId:1,22	1.229256,1.229710,37,72
NodeId:88,22	1.268935,1.269424,21,26,44,50,55,82
NodeId:83,22	1.272739,1.273204,1,4,10,18,27,29,70
NodeId:37,22	1.316476,1.316970,40,59,71,97
NodeId:86,22	1.331775,1.332279,11,60,71,95
NodeId:27,22	1.333703,1.334192,32,68,70,92
NodeId:95,22	1.389511,1.390041,76,88
NodeId:45,22	1.443159,1.443699,18,53,58,83,86,90
NodeId:71,22	1.512568,1.513154,15,16,45,84,97
NodeId:92,22	1.614733,1.615338,22,34,39,57
NodeId:78,22	1.634655,1.635269,13,19,34,82
NodeId:9,22	1.670313,1.670954,33,39,41,43,51,69,80
NodeId:63,22	1.726889,1.727536,3,64,65,72
NodeId:72,22	1.931285,1.932039,10,49,51,92,93,95
NodeId:31,22	2.140009,2.140844,29,36,46,49,54,62,70,85
NodeId:21,22	8.961303,8.929619
