NodeId:63,5	1.805334,1.831192,3,64,65,72
NodeId:72,5	2.009891,2.025584,10,49,51,92,93,95
NodeId:31,5	2.228043,2.235456,29,36,46,49,54,62,70,85
NodeId:21,5	5.747894,5.089846
NodeId:48,5	0.150000,0.150000,18,39,61,79,89
NodeId:14,5	0.335303,0.333588,36,39,44,62,98
NodeId:8,5	0.354020,0.360081,13,41,59,87
NodeId:74,5	0.443644,0.443953,35,54,84
NodeId:75,5	0.449751,0.445620,29,34,37,51,54,65,85,91
NodeId:5,5	0.494417,0.502521,2,9,24,50,61,81,98
NodeId:87,5	0.502151,0.506194,8,19,20,27,30,47,54,63
NodeId:35,5	0.508814,0.509888,12,18,62,64,65,66,83,91
NodeId:59,5	0.519216,0.528423,10,24,69,92
NodeId:47,5	0.526725,0.531931,5,14,52,70,73
NodeId:56,5	0.553776,0.561220,29,36,80,96,98
NodeId:73,5	0.555829,0.548443,41,50,51,84,92
NodeId:60,5	0.568485,0.558086,14,49,53,56,65
NodeId:17,5	0.571385,0.575370,18,39,41,53,63,72,79,99
NodeId:42,5	0.590032,0.599970,36,45,70,89,99
NodeId:23,5	0.590977,0.587715,92,99
NodeId:89,5	0.596621,0.591254,16,32,35,38,40,57,58
NodeId:81,5	0.608822,0.612052,5,21,26,78,93,96
NodeId:53,5	0.619131,0.617769,2,13,65,78,95
NodeId:16,5	0.642871,0.635257,45,52,67,80
NodeId:44,5	0.645027,0.658770,17,37,38
NodeId:77,5	0.650471,0.654091,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:11,5	0.673700,0.671532,6,28,40,49,51,67,89
NodeId:82,5	0.699244,0.709909,2,23,24,32,52,53
NodeId:54,5	0.701615,0.709270,12,69,77
NodeId:55,5	0.703334,0.712446,10,19,22,25,51,58,62
NodeId:67,5	0.715376,0.722691,2,26,30,31,32,45
NodeId:6,5	0.716472,0.721249,15,22,58,80
NodeId:85,5	0.717633,0.717959,32,54,57,64,69,90,99
NodeId:40,5	0.752596,0.757511,7,71,72,73
NodeId:61,5	0.759135,0.761596,6,9,18,20,99
NodeId:0,5	0.764907,0.766545,1,15,66,96
NodeId:4,5	0.768295,0.779699,24,42,46,86
NodeId:91,5	0.771366,0.786900,12,24,66,81,95
NodeId:3,5	0.775445,0.767035,30,42,45,86
NodeId:36,5	0.795696,0.797804,12,20,30,34,61,75,77,99
NodeId:96,5	0.840012,0.848025,12,13,24,31,60,74
NodeId:25,5	0.842928,0.855893,63
NodeId:57,5	0.844600,0.853800,86,94,96,98
NodeId:46,5	0.848442,0.850795,78
NodeId:50,5	0.855685,0.865353,0,20,46,68
NodeId:26,5	0.863807,0.876898,15,23,28,64
NodeId:52,5	0.872430,0.874588,27,31,64,91
NodeId:58,5	0.893422,0.908409,16,38,71,73,78
NodeId:29,5	0.894469,0.906269,18,23,31,36,86
NodeId:30,5	0.897612,0.904853,80,84,95
NodeId:28,5	0.910073,0.912642,21,25,72
NodeId:19,5	0.915930,0.929335,27,33,37,45,92
NodeId:69,5	0.917604,0.917009,12,22,42,46,55,72,88
NodeId:10,5	0.924826,0.939010,4,6,38,67,78,80
NodeId:68,5	0.926892,0.937104,1,6,19,28,40,81,85
NodeId:76,5	0.929147,0.925019,9
NodeId:13,5	0.937795,0.948423,25,32,33,35,76
NodeId:90,5	0.947581,0.962201,1,26,52,93,96
