NodeId:48,16	0.150000,0.150000,18,39,61,79,89
NodeId:14,16	0.330943,0.331135,36,39,44,62,98
NodeId:8,16	0.345860,0.346076,13,41,59,87
NodeId:74,16	0.433971,0.434306,35,54,84
NodeId:75,16	0.436538,0.436889,29,34,37,51,54,65,85,91
NodeId:5,16	0.482433,0.482793,2,9,24,50,61,81,98
NodeId:87,16	0.487395,0.487756,8,19,20,27,30,47,54,63
NodeId:35,16	0.498752,0.499120,12,18,62,64,65,66,83,91
NodeId:59,16	0.504626,0.505048,10,24,69,92
NodeId:47,16	0.513399,0.513837,5,14,52,70,73
NodeId:73,16	0.540940,0.541387,41,50,51,84,92
NodeId:56,16	0.543763,0.544245,29,36,80,96,98
NodeId:60,16	0.550030,0.550534,14,49,53,56,65
NodeId:17,16	0.554462,0.554937,18,39,41,53,63,72,79,99
NodeId:23,16	0.572468,0.572982,92,99
NodeId:42,16	0.574972,0.575479,36,45,70,89,99
NodeId:89,16	0.581350,0.581851,16,32,35,38,40,57,58
NodeId:81,16	0.589433,0.589933,5,21,26,78,93,96
NodeId:53,16	0.604357,0.604906,2,13,65,78,95
NodeId:16,16	0.627094,0.627691,45,52,67,80
NodeId:44,16	0.630644,0.631204,17,37,38
NodeId:77,16	0.633182,0.633749,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:11,16	0.651813,0.652455,6,28,40,49,51,67,89
NodeId:82,16	0.679673,0.680369,2,23,24,32,52,53
NodeId:55,16	0.684423,0.685072,10,19,22,25,51,58,62
NodeId:54,16	0.684527,0.685140,12,69,77
NodeId:6,16	0.694851,0.695493,15,22,58,80
NodeId:85,16	0.697006,0.697681,32,54,57,64,69,90,99
NodeId:67,16	0.698584,0.699234,2,26,30,31,32,45
NodeId:40,16	0.731326,0.732038,7,71,72,73
NodeId:61,16	0.736496,0.737149,6,9,18,20,99
NodeId:0,16	0.743540,0.744263,1,15,66,96
NodeId:4,16	0.745146,0.745893,24,42,46,86
NodeId:3,16	0.746520,0.747279,30,42,45,86
NodeId:91,16	0.751365,0.752058,12,24,66,81,95
NodeId:36,16	0.772905,0.773641,12,20,30,34,61,75,77,99
NodeId:96,16	0.815689,0.816465,12,13,24,31,60,74
NodeId:25,16	0.817108,0.817905,63
NodeId:57,16	0.820997,0.821831,86,94,96,98
NodeId:46,16	0.821622,0.822459,78
NodeId:50,16	0.831813,0.832643,0,20,46,68
NodeId:26,16	0.838384,0.839218,15,23,28,64
NodeId:52,16	0.846337,0.847154,27,31,64,91
NodeId:29,16	0.868199,0.869107,18,23,31,36,86
NodeId:58,16	0.869905,0.870771,16,38,71,73,78
NodeId:30,16	0.873000,0.873847,80,84,95
NodeId:28,16	0.881625,0.882499,21,25,72
NodeId:69,16	0.885863,0.886716,12,22,42,46,55,72,88
NodeId:19,16	0.886996,0.887898,27,33,37,45,92
NodeId:10,16	0.895128,0.896044,4,6,38,67,78,80
NodeId:68,16	0.896086,0.897018,1,6,19,28,40,81,85
NodeId:76,16	0.898465,0.899437,9
NodeId:13,16	0.911137,0.912031,25,32,33,35,76
NodeId:90,16	0.921383,0.922345,1,26,52,93,96
NodeId:43,16	0.923559,0.924541,4,21,24,56,67,68,80,86,90
NodeId:51,16	0.929647,0.930616,38,45,61,71
NodeId:41,16	0.950912,0.951842,44,45,49,66
NodeId:93,16	0.960577,0.961591,15,43,66,75
NodeId:34,16	0.972416,0.973457,0,7,77,78
NodeId:32,16	0.982031,0.983018,2,3,6,27,47,69,71,91
NodeId:79,16	0.989033,0.990033,0,26,43,74,90
NodeId:65,16	0.993430,0.994439,27,88
NodeId:33,16	1.000608,1.001666,2,56,58,86
