NodeId:48,7	0.150000,0.150000,18,39,61,79,89
NodeId:14,7	0.334791,0.336186,36,39,44,62,98
NodeId:8,7	0.350217,0.351855,13,41,59,87
NodeId:74,7	0.440595,0.442170,35,54,84
NodeId:75,7	0.443829,0.445146,29,34,37,51,54,65,85,91
NodeId:5,7	0.489648,0.492073,2,9,24,50,61,81,98
NodeId:87,7	0.494735,0.496402,8,19,20,27,30,47,54,63
NodeId:35,7	0.506028,0.507571,12,18,62,64,65,66,83,91
NodeId:59,7	0.513110,0.515127,10,24,69,92
NodeId:47,7	0.522095,0.525091,5,14,52,70,73
NodeId:73,7	0.550074,0.551351,41,50,51,84,92
NodeId:56,7	0.553277,0.557820,29,36,80,96,98
NodeId:60,7	0.560130,0.561913,14,49,53,56,65
NodeId:17,7	0.564151,0.566290,18,39,41,53,63,72,79,99
NodeId:23,7	0.582256,0.584679,92,99
NodeId:42,7	0.586202,0.589468,36,45,70,89,99
NodeId:89,7	0.591818,0.593539,16,32,35,38,40,57,58
NodeId:81,7	0.599644,0.602221,5,21,26,78,93,96
NodeId:53,7	0.615359,0.617480,2,13,65,78,95
NodeId:16,7	0.638983,0.642096,45,52,67,80
NodeId:44,7	0.642301,0.644459,17,37,38
NodeId:77,7	0.644802,0.646608,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:11,7	0.664701,0.667176,6,28,40,49,51,67,89
NodeId:82,7	0.694284,0.696159,2,23,24,32,52,53
NodeId:54,7	0.696842,0.700709,12,69,77
NodeId:55,7	0.697828,0.701245,10,19,22,25,51,58,62
NodeId:6,7	0.707700,0.712196,15,22,58,80
NodeId:85,7	0.710511,0.714773,32,54,57,64,69,90,99
NodeId:67,7	0.711787,0.715210,2,26,30,31,32,45
NodeId:40,7	0.745346,0.749233,7,71,72,73
NodeId:61,7	0.749644,0.753010,6,9,18,20,99
NodeId:0,7	0.758073,0.760806,1,15,66,96
NodeId:4,7	0.760437,0.765542,24,42,46,86
NodeId:3,7	0.762204,0.769226,30,42,45,86
NodeId:91,7	0.764449,0.769273,12,24,66,81,95
NodeId:36,7	0.788255,0.790238,12,20,30,34,61,75,77,99
NodeId:96,7	0.831710,0.833500,12,13,24,31,60,74
NodeId:25,7	0.833739,0.837373,63
NodeId:57,7	0.838407,0.843101,86,94,96,98
NodeId:46,7	0.838445,0.843248,78
NodeId:50,7	0.849009,0.851649,0,20,46,68
NodeId:26,7	0.855753,0.857868,15,23,28,64
NodeId:52,7	0.862757,0.864944,27,31,64,91
NodeId:29,7	0.887014,0.890214,18,23,31,36,86
NodeId:58,7	0.887862,0.891747,16,38,71,73,78
NodeId:30,7	0.890899,0.895361,80,84,95
NodeId:28,7	0.899056,0.904667,21,25,72
