NodeId:48,13	0.150000,0.150000,18,39,61,79,89
NodeId:14,13	0.331637,0.331963,36,39,44,62,98
NodeId:8,13	0.346643,0.347014,13,41,59,87
NodeId:74,13	0.435183,0.435760,35,54,84
NodeId:75,13	0.437811,0.438408,29,34,37,51,54,65,85,91
NodeId:5,13	0.483736,0.484351,2,9,24,50,61,81,98
NodeId:87,13	0.488703,0.489319,8,19,20,27,30,47,54,63
NodeId:35,13	0.500085,0.500716,12,18,62,64,65,66,83,91
NodeId:59,13	0.506153,0.506872,10,24,69,92
NodeId:47,13	0.514982,0.515730,5,14,52,70,73
NodeId:73,13	0.542555,0.543318,41,50,51,84,92
NodeId:56,13	0.545512,0.546335,29,36,80,96,98
NodeId:60,13	0.551858,0.552723,14,49,53,56,65
NodeId:17,13	0.556178,0.556994,18,39,41,53,63,72,79,99
NodeId:23,13	0.574333,0.575215,92,99
NodeId:42,13	0.576807,0.577675,36,45,70,89,99
NodeId:89,13	0.583170,0.584027,16,32,35,38,40,57,58
NodeId:81,13	0.591243,0.592097,5,21,26,78,93,96
NodeId:53,13	0.606340,0.607275,2,13,65,78,95
NodeId:16,13	0.629260,0.630283,45,52,67,80
NodeId:44,13	0.632675,0.633636,17,37,38
NodeId:77,13	0.635233,0.636197,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:11,13	0.654142,0.655239,6,28,40,49,51,67,89
NodeId:82,13	0.682199,0.683384,2,23,24,32,52,53
NodeId:54,13	0.686749,0.687795,12,69,77
NodeId:55,13	0.686773,0.687885,10,19,22,25,51,58,62
NodeId:6,13	0.697180,0.698277,15,22,58,80
NodeId:85,13	0.699452,0.700612,32,54,57,64,69,90,99
NodeId:67,13	0.700943,0.702052,2,26,30,31,32,45
NodeId:40,13	0.733908,0.735126,7,71,72,73
NodeId:61,13	0.738867,0.739979,6,9,18,20,99
NodeId:0,13	0.746159,0.747404,1,15,66,96
NodeId:4,13	0.747853,0.749134,24,42,46,86
NodeId:3,13	0.749269,0.750563,30,42,45,86
NodeId:91,13	0.753879,0.755064,12,24,66,81,95
NodeId:36,13	0.775571,0.776829,12,20,30,34,61,75,77,99
NodeId:96,13	0.818500,0.819814,12,13,24,31,60,74
NodeId:25,13	0.819993,0.821350,63
NodeId:57,13	0.824028,0.825461,86,94,96,98
NodeId:46,13	0.824652,0.826087,78
NodeId:50,13	0.834821,0.836241,0,20,46,68
NodeId:26,13	0.841411,0.842841,15,23,28,64
NodeId:52,13	0.849296,0.850691,27,31,64,91
NodeId:29,13	0.871488,0.873041,18,23,31,36,86
NodeId:58,13	0.873042,0.874517,16,38,71,73,78
NodeId:30,13	0.876075,0.877524,80,84,95
NodeId:28,13	0.884794,0.886290,21,25,72
NodeId:69,13	0.888959,0.890414,12,22,42,46,55,72,88
NodeId:19,13	0.890263,0.891798,27,33,37,45,92
NodeId:10,13	0.898449,0.900021,4,6,38,67,78,80
NodeId:68,13	0.899470,0.901068,1,6,19,28,40,81,85
NodeId:76,13	0.901984,0.903647,9
NodeId:13,13	0.914378,0.915900,25,32,33,35,76
NodeId:90,13	0.924868,0.926518,1,26,52,93,96
NodeId:43,13	0.927121,0.928804,4,21,24,56,67,68,80,86,90
NodeId:51,13	0.933159,0.934818,38,45,61,71
NodeId:41,13	0.954279,0.955863,44,45,49,66
NodeId:93,13	0.964252,0.965987,15,43,66,75
NodeId:34,13	0.976197,0.977973,0,7,77,78
NodeId:32,13	0.985606,0.987298,2,3,6,27,47,69,71,91
NodeId:79,13	0.992653,0.994365,0,26,43,74,90
NodeId:65,13	0.997091,0.998812,27,88
NodeId:33,13	1.004441,1.006251,2,56,58,86
NodeId:12,13	1.004874,1.006513,24,28,50,55,67,85,98
NodeId:7,13	1.007814,1.009621,12,21,38,57,93
NodeId:64,13	1.018614,1.020397,3,27,28,31,33,39,78
NodeId:66,13	1.019364,1.021080,8,19,72,81,83,98
