NodeId:48,15	0.150000,0.150000,18,39,61,79,89
NodeId:14,15	0.331135,0.331363,36,39,44,62,98
NodeId:8,15	0.346076,0.346335,13,41,59,87
NodeId:74,15	0.434306,0.434706,35,54,84
NodeId:75,15	0.436889,0.437308,29,34,37,51,54,65,85,91
NodeId:5,15	0.482793,0.483221,2,9,24,50,61,81,98
NodeId:87,15	0.487756,0.488188,8,19,20,27,30,47,54,63
NodeId:35,15	0.499120,0.499560,12,18,62,64,65,66,83,91
NodeId:59,15	0.505048,0.505549,10,24,69,92
NodeId:47,15	0.513837,0.514358,5,14,52,70,73
NodeId:73,15	0.541387,0.541919,41,50,51,84,92
NodeId:56,15	0.544245,0.544821,29,36,80,96,98
NodeId:60,15	0.550534,0.551139,14,49,53,56,65
NodeId:17,15	0.554937,0.555504,18,39,41,53,63,72,79,99
NodeId:23,15	0.572982,0.573598,92,99
NodeId:42,15	0.575479,0.576083,36,45,70,89,99
NodeId:89,15	0.581851,0.582451,16,32,35,38,40,57,58
NodeId:81,15	0.589933,0.590530,5,21,26,78,93,96
NodeId:53,15	0.604906,0.605558,2,13,65,78,95
NodeId:16,15	0.627691,0.628406,45,52,67,80
NodeId:44,15	0.631204,0.631874,17,37,38
NodeId:77,15	0.633749,0.634424,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:11,15	0.652455,0.653224,6,28,40,49,51,67,89
NodeId:82,15	0.680369,0.681205,2,23,24,32,52,53
NodeId:55,15	0.685072,0.685846,10,19,22,25,51,58,62
NodeId:54,15	0.685140,0.685871,12,69,77
NodeId:6,15	0.695493,0.696261,15,22,58,80
NodeId:85,15	0.697681,0.698487,32,54,57,64,69,90,99
NodeId:67,15	0.699234,0.700010,2,26,30,31,32,45
NodeId:40,15	0.732038,0.732888,7,71,72,73
NodeId:61,15	0.737149,0.737931,6,9,18,20,99
NodeId:0,15	0.744263,0.745127,1,15,66,96
NodeId:4,15	0.745893,0.746788,24,42,46,86
NodeId:3,15	0.747279,0.748185,30,42,45,86
NodeId:91,15	0.752058,0.752887,12,24,66,81,95
NodeId:36,15	0.773641,0.774519,12,20,30,34,61,75,77,99
NodeId:96,15	0.816465,0.817389,12,13,24,31,60,74
NodeId:25,15	0.817905,0.818856,63
NodeId:57,15	0.821831,0.822835,86,94,96,98
NodeId:46,15	0.822459,0.823457,78
NodeId:50,15	0.832643,0.833634,0,20,46,68
NodeId:26,15	0.839218,0.840216,15,23,28,64
NodeId:52,15	0.847154,0.848129,27,31,64,91
NodeId:29,15	0.869107,0.870191,18,23,31,36,86
NodeId:58,15	0.870771,0.871805,16,38,71,73,78
NodeId:30,15	0.873847,0.874862,80,84,95
NodeId:28,15	0.882499,0.883543,21,25,72
NodeId:69,15	0.886716,0.887737,12,22,42,46,55,72,88
NodeId:19,15	0.887898,0.888977,27,33,37,45,92
NodeId:10,15	0.896044,0.897139,4,6,38,67,78,80
NodeId:68,15	0.897018,0.898134,1,6,19,28,40,81,85
NodeId:76,15	0.899437,0.900597,9
NodeId:13,15	0.912031,0.913103,25,32,33,35,76
NodeId:90,15	0.922345,0.923495,1,26,52,93,96
NodeId:43,15	0.924541,0.925715,4,21,24,56,67,68,80,86,90
NodeId:51,15	0.930616,0.931772,38,45,61,71
NodeId:41,15	0.951842,0.952950,44,45,49,66
NodeId:93,15	0.961591,0.962802,15,43,66,75
NodeId:34,15	0.973457,0.974707,0,7,77,78
NodeId:32,15	0.983018,0.984198,2,3,6,27,47,69,71,91
NodeId:79,15	0.990033,0.991229,0,26,43,74,90
NodeId:65,15	0.994439,0.995647,27,88
NodeId:33,15	1.001666,1.002930,2,56,58,86
